valueset_pk,language_pk,parameter_pk,parameter_name,parameter_description,type_pk,variety_type,abbr,language_name,value_pk,domainelement_pk,attestation
5439,37,74,Phrases with for + noun to express possession: for-phrase following possessed NP,nayf for Chinyere ‘Chinyereʼs knife’; aa kau fe mais bradhas ‘that cow of my brother’; the house for me ‘my house’,2,L1c,LibSE,Liberian Settler English,5439,442,D
5441,39,74,Phrases with for + noun to express possession: for-phrase following possessed NP,nayf for Chinyere ‘Chinyereʼs knife’; aa kau fe mais bradhas ‘that cow of my brother’; the house for me ‘my house’,3,L2,GhE,Ghanaian English,5441,442,D
5443,41,74,Phrases with for + noun to express possession: for-phrase following possessed NP,nayf for Chinyere ‘Chinyereʼs knife’; aa kau fe mais bradhas ‘that cow of my brother’; the house for me ‘my house’,3,L2,NigE,Nigerian English,5443,442,D
5445,43,74,Phrases with for + noun to express possession: for-phrase following possessed NP,nayf for Chinyere ‘Chinyereʼs knife’; aa kau fe mais bradhas ‘that cow of my brother’; the house for me ‘my house’,3,L2,CamE,Cameroon English,5445,442,D
5449,47,74,Phrases with for + noun to express possession: for-phrase following possessed NP,nayf for Chinyere ‘Chinyereʼs knife’; aa kau fe mais bradhas ‘that cow of my brother’; the house for me ‘my house’,3,L2,UgE,Ugandan English,5449,442,D
5452,50,74,Phrases with for + noun to express possession: for-phrase following possessed NP,nayf for Chinyere ‘Chinyereʼs knife’; aa kau fe mais bradhas ‘that cow of my brother’; the house for me ‘my house’,3,L2,InSAfE,Indian South African English,5452,442,D
5453,51,74,Phrases with for + noun to express possession: for-phrase following possessed NP,nayf for Chinyere ‘Chinyereʼs knife’; aa kau fe mais bradhas ‘that cow of my brother’; the house for me ‘my house’,2,L1c,WhSAfE,White South African English,5453,442,D
5454,52,74,Phrases with for + noun to express possession: for-phrase following possessed NP,nayf for Chinyere ‘Chinyereʼs knife’; aa kau fe mais bradhas ‘that cow of my brother’; the house for me ‘my house’,3,L2,IndE,Indian English,5454,442,D
5455,53,74,Phrases with for + noun to express possession: for-phrase following possessed NP,nayf for Chinyere ‘Chinyereʼs knife’; aa kau fe mais bradhas ‘that cow of my brother’; the house for me ‘my house’,3,L2,PakE,Pakistani English,5455,442,D
5457,55,74,Phrases with for + noun to express possession: for-phrase following possessed NP,nayf for Chinyere ‘Chinyereʼs knife’; aa kau fe mais bradhas ‘that cow of my brother’; the house for me ‘my house’,3,L2,SLkE,Sri Lankan English,5457,442,D
5458,56,74,Phrases with for + noun to express possession: for-phrase following possessed NP,nayf for Chinyere ‘Chinyereʼs knife’; aa kau fe mais bradhas ‘that cow of my brother’; the house for me ‘my house’,3,L2,HKE,Hong Kong English,5458,442,D
5459,57,74,Phrases with for + noun to express possession: for-phrase following possessed NP,nayf for Chinyere ‘Chinyereʼs knife’; aa kau fe mais bradhas ‘that cow of my brother’; the house for me ‘my house’,2,L1c,CollSgE,Colloquial Singapore English (Singlish),5459,442,D
5460,58,74,Phrases with for + noun to express possession: for-phrase following possessed NP,nayf for Chinyere ‘Chinyereʼs knife’; aa kau fe mais bradhas ‘that cow of my brother’; the house for me ‘my house’,3,L2,MalE,Malaysian English,5460,442,D
5466,64,74,Phrases with for + noun to express possession: for-phrase following possessed NP,nayf for Chinyere ‘Chinyereʼs knife’; aa kau fe mais bradhas ‘that cow of my brother’; the house for me ‘my house’,2,L1c,NZE,New Zealand English,5466,442,D
5469,67,74,Phrases with for + noun to express possession: for-phrase following possessed NP,nayf for Chinyere ‘Chinyereʼs knife’; aa kau fe mais bradhas ‘that cow of my brother’; the house for me ‘my house’,3,L2,FijiE,Acrolectal Fiji English,5469,442,D
5470,68,74,Phrases with for + noun to express possession: for-phrase following possessed NP,nayf for Chinyere ‘Chinyereʼs knife’; aa kau fe mais bradhas ‘that cow of my brother’; the house for me ‘my house’,3,L2,CollFijiE,Pure Fiji English (basilectal FijiE),5470,442,D
5474,72,74,Phrases with for + noun to express possession: for-phrase following possessed NP,nayf for Chinyere ‘Chinyereʼs knife’; aa kau fe mais bradhas ‘that cow of my brother’; the house for me ‘my house’,2,L1c,FlkE,Falkland Islands English,5474,442,D
5475,73,74,Phrases with for + noun to express possession: for-phrase following possessed NP,nayf for Chinyere ‘Chinyereʼs knife’; aa kau fe mais bradhas ‘that cow of my brother’; the house for me ‘my house’,2,L1c,StHE,St. Helena English,5475,442,D
5476,74,74,Phrases with for + noun to express possession: for-phrase following possessed NP,nayf for Chinyere ‘Chinyereʼs knife’; aa kau fe mais bradhas ‘that cow of my brother’; the house for me ‘my house’,2,L1c,TdCE,Tristan da Cunha English,5476,442,D
17464,75,74,Phrases with for + noun to express possession: for-phrase following possessed NP,nayf for Chinyere ‘Chinyereʼs knife’; aa kau fe mais bradhas ‘that cow of my brother’; the house for me ‘my house’,2,L1c,PhilE,Philippine English,17464,442,D
17699,76,74,Phrases with for + noun to express possession: for-phrase following possessed NP,nayf for Chinyere ‘Chinyereʼs knife’; aa kau fe mais bradhas ‘that cow of my brother’; the house for me ‘my house’,3,L2,CFE,Cape Flats English,17699,442,D
5477,1,75,Phrases with for + noun to express possession: for-phrase preceding possessed NP,Long time he was for my sister husband ‘A long time ago he was my sisterʼs husband’,1,L1t,O&SE,Orkney and Shetland English,5477,448,D
5478,2,75,Phrases with for + noun to express possession: for-phrase preceding possessed NP,Long time he was for my sister husband ‘A long time ago he was my sisterʼs husband’,1,L1t,ScE,Scottish English,5478,448,D
5479,3,75,Phrases with for + noun to express possession: for-phrase preceding possessed NP,Long time he was for my sister husband ‘A long time ago he was my sisterʼs husband’,2,L1c,IrE,Irish English,5479,448,D
5480,4,75,Phrases with for + noun to express possession: for-phrase preceding possessed NP,Long time he was for my sister husband ‘A long time ago he was my sisterʼs husband’,2,L1c,ManxE,Manx English,5480,448,D
5481,5,75,Phrases with for + noun to express possession: for-phrase preceding possessed NP,Long time he was for my sister husband ‘A long time ago he was my sisterʼs husband’,2,L1c,WelE,Welsh English,5481,448,D
5484,8,75,Phrases with for + noun to express possession: for-phrase preceding possessed NP,Long time he was for my sister husband ‘A long time ago he was my sisterʼs husband’,1,L1t,EA,East Anglian English,5484,448,D
5485,9,75,Phrases with for + noun to express possession: for-phrase preceding possessed NP,Long time he was for my sister husband ‘A long time ago he was my sisterʼs husband’,1,L1t,SE,English dialects in the Southeast of England,5485,448,D
5486,10,75,Phrases with for + noun to express possession: for-phrase preceding possessed NP,Long time he was for my sister husband ‘A long time ago he was my sisterʼs husband’,2,L1c,ChIsE,Channel Islands English,5486,448,D
5488,12,75,Phrases with for + noun to express possession: for-phrase preceding possessed NP,Long time he was for my sister husband ‘A long time ago he was my sisterʼs husband’,2,L1c,MaltE,Maltese English,5488,448,D
5489,13,75,Phrases with for + noun to express possession: for-phrase preceding possessed NP,Long time he was for my sister husband ‘A long time ago he was my sisterʼs husband’,1,L1t,NfldE,Newfoundland English,5489,448,D
5493,17,75,Phrases with for + noun to express possession: for-phrase preceding possessed NP,Long time he was for my sister husband ‘A long time ago he was my sisterʼs husband’,2,L1c,EAAVE,Earlier African American Vernacular English,5493,448,D
5494,18,75,Phrases with for + noun to express possession: for-phrase preceding possessed NP,Long time he was for my sister husband ‘A long time ago he was my sisterʼs husband’,1,L1t,OzE,Ozark English,5494,448,D
5495,19,75,Phrases with for + noun to express possession: for-phrase preceding possessed NP,Long time he was for my sister husband ‘A long time ago he was my sisterʼs husband’,1,L1t,AppE,Appalachian English,5495,448,D
5496,20,75,Phrases with for + noun to express possession: for-phrase preceding possessed NP,Long time he was for my sister husband ‘A long time ago he was my sisterʼs husband’,1,L1t,SEAmE,Southeast American enclave dialects,5496,448,D
5499,23,75,Phrases with for + noun to express possession: for-phrase preceding possessed NP,Long time he was for my sister husband ‘A long time ago he was my sisterʼs husband’,2,L1c,BahE,Bahamian English,5499,448,D
5502,26,75,Phrases with for + noun to express possession: for-phrase preceding possessed NP,Long time he was for my sister husband ‘A long time ago he was my sisterʼs husband’,3,L2,JamE,Jamaican English,5502,448,D
5513,37,75,Phrases with for + noun to express possession: for-phrase preceding possessed NP,Long time he was for my sister husband ‘A long time ago he was my sisterʼs husband’,2,L1c,LibSE,Liberian Settler English,5513,448,D
5515,39,75,Phrases with for + noun to express possession: for-phrase preceding possessed NP,Long time he was for my sister husband ‘A long time ago he was my sisterʼs husband’,3,L2,GhE,Ghanaian English,5515,448,D
5517,41,75,Phrases with for + noun to express possession: for-phrase preceding possessed NP,Long time he was for my sister husband ‘A long time ago he was my sisterʼs husband’,3,L2,NigE,Nigerian English,5517,448,D
5519,43,75,Phrases with for + noun to express possession: for-phrase preceding possessed NP,Long time he was for my sister husband ‘A long time ago he was my sisterʼs husband’,3,L2,CamE,Cameroon English,5519,448,D
5522,46,75,Phrases with for + noun to express possession: for-phrase preceding possessed NP,Long time he was for my sister husband ‘A long time ago he was my sisterʼs husband’,3,L2,KenE,Kenyan English,5522,448,D
5523,47,75,Phrases with for + noun to express possession: for-phrase preceding possessed NP,Long time he was for my sister husband ‘A long time ago he was my sisterʼs husband’,3,L2,UgE,Ugandan English,5523,448,D
5524,48,75,Phrases with for + noun to express possession: for-phrase preceding possessed NP,Long time he was for my sister husband ‘A long time ago he was my sisterʼs husband’,2,L1c,WhZimE,White Zimbabwean English,5524,448,D
5525,49,75,Phrases with for + noun to express possession: for-phrase preceding possessed NP,Long time he was for my sister husband ‘A long time ago he was my sisterʼs husband’,3,L2,BlSAfE,Black South African English,5525,448,D
5526,50,75,Phrases with for + noun to express possession: for-phrase preceding possessed NP,Long time he was for my sister husband ‘A long time ago he was my sisterʼs husband’,3,L2,InSAfE,Indian South African English,5526,448,D
5527,51,75,Phrases with for + noun to express possession: for-phrase preceding possessed NP,Long time he was for my sister husband ‘A long time ago he was my sisterʼs husband’,2,L1c,WhSAfE,White South African English,5527,448,D
5528,52,75,Phrases with for + noun to express possession: for-phrase preceding possessed NP,Long time he was for my sister husband ‘A long time ago he was my sisterʼs husband’,3,L2,IndE,Indian English,5528,448,D
5529,53,75,Phrases with for + noun to express possession: for-phrase preceding possessed NP,Long time he was for my sister husband ‘A long time ago he was my sisterʼs husband’,3,L2,PakE,Pakistani English,5529,448,D
5531,55,75,Phrases with for + noun to express possession: for-phrase preceding possessed NP,Long time he was for my sister husband ‘A long time ago he was my sisterʼs husband’,3,L2,SLkE,Sri Lankan English,5531,448,D
5532,56,75,Phrases with for + noun to express possession: for-phrase preceding possessed NP,Long time he was for my sister husband ‘A long time ago he was my sisterʼs husband’,3,L2,HKE,Hong Kong English,5532,448,D
5533,57,75,Phrases with for + noun to express possession: for-phrase preceding possessed NP,Long time he was for my sister husband ‘A long time ago he was my sisterʼs husband’,2,L1c,CollSgE,Colloquial Singapore English (Singlish),5533,448,D
5534,58,75,Phrases with for + noun to express possession: for-phrase preceding possessed NP,Long time he was for my sister husband ‘A long time ago he was my sisterʼs husband’,3,L2,MalE,Malaysian English,5534,448,D
5540,64,75,Phrases with for + noun to express possession: for-phrase preceding possessed NP,Long time he was for my sister husband ‘A long time ago he was my sisterʼs husband’,2,L1c,NZE,New Zealand English,5540,448,D
5543,67,75,Phrases with for + noun to express possession: for-phrase preceding possessed NP,Long time he was for my sister husband ‘A long time ago he was my sisterʼs husband’,3,L2,FijiE,Acrolectal Fiji English,5543,448,D
5548,72,75,Phrases with for + noun to express possession: for-phrase preceding possessed NP,Long time he was for my sister husband ‘A long time ago he was my sisterʼs husband’,2,L1c,FlkE,Falkland Islands English,5548,448,D
5549,73,75,Phrases with for + noun to express possession: for-phrase preceding possessed NP,Long time he was for my sister husband ‘A long time ago he was my sisterʼs husband’,2,L1c,StHE,St. Helena English,5549,448,D
5550,74,75,Phrases with for + noun to express possession: for-phrase preceding possessed NP,Long time he was for my sister husband ‘A long time ago he was my sisterʼs husband’,2,L1c,TdCE,Tristan da Cunha English,5550,448,D
17465,75,75,Phrases with for + noun to express possession: for-phrase preceding possessed NP,Long time he was for my sister husband ‘A long time ago he was my sisterʼs husband’,2,L1c,PhilE,Philippine English,17465,448,D
17700,76,75,Phrases with for + noun to express possession: for-phrase preceding possessed NP,Long time he was for my sister husband ‘A long time ago he was my sisterʼs husband’,3,L2,CFE,Cape Flats English,17700,448,D
